,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1739,300233,金城医药,0.6,22.45,,5.95,,23501.04,32.95,,10-29
1740,300232,洲明科技,0.42,22.45,,16.52,,32359.15,50.63,,10-29
1741,300573,兴齐眼药,0.17,-67.31,,2.4,,1319.67,-68.47,,10-29
1742,600338,西藏珠峰,1.18,-6.35,,37.1,,76851.49,-6.77,,10-27
1743,000501,鄂武商A,1.04,-11.11,,10.3,,78266.76,-10.58,,10-27
1744,002279,久其软件,0.24,14.0,,7.39,,16728.88,15.12,,10-27
1745,603587,地素时尚,1.25,17.92,,22.05,,44969.51,25.28,,10-27
1746,600378,天科股份,0.13,44.44,,4.91,,3977.97,45.77,,10-27
1747,601869,长飞光纤,1.76,29.41,,19.7,,123713.96,33.01,,10-27
1748,600396,金山股份,-0.3,41.13,,-17.52,,-43456.84,41.12,,10-27
1749,300043,星辉娱乐,0.17,-15.0,,8.08,,21249.54,-13.38,,10-27
1750,600449,宁夏建材,0.73,21.67,,7.48,,34789.71,21.17,,10-27
1751,603727,博迈科,-0.13,-139.39,,-1.22,,-2951.22,-138.5,,10-27
1752,600476,湘邮科技,-0.07,-553.33,,-4.92,,-1089.11,-551.11,,10-27
1753,000623,吉林敖东,0.77,-34.59,,4.3,,89588.45,-34.59,,10-27
1754,600099,林海股份,0.0,-91.82,,0.04,,20.74,-91.16,,10-27
1755,002086,ST东海洋,0.12,-24.54,,2.82,,9235.0,-17.0,,10-27
1756,600530,交大昂立,0.11,-12.4,,5.21,,8292.39,-12.0,,10-27
1757,002732,燕塘乳业,0.41,-38.81,,6.81,,6470.36,-38.97,,10-27
1758,000692,惠天热电,-0.56,161.53,,-25.65,,-30098.25,161.5,,10-27
1759,603906,龙蟠科技,0.25,-32.43,,4.48,,5569.31,-21.73,,10-27
1760,000732,泰禾集团,1.16,1.12,,7.98,,144439.43,1.11,,10-27
1761,600209,*ST罗顿,-0.06,15.09,1.35,-4.45,-0.05,-2690.73,15.83,,10-27
1762,300189,神农基因,0.03,-369.92,,2.38,,3401.74,-370.58,,10-27
1763,000006,深振业A,0.37,48.41,,8.77,,50324.01,48.39,,10-27
1764,002819,东方中科,0.19,63.68,,4.75,,2135.16,63.7,,10-27
1765,000809,铁岭新城,0.01,-65.0,,0.37,,1142.11,-68.72,,10-27
1766,601038,一拖股份,-0.4,-641.99,,-7.85,,-39696.54,-640.78,,10-27
1767,601116,三江购物,0.19,-18.78,,4.44,,7994.13,-15.78,,10-27
1768,000860,顺鑫农业,0.94,97.02,,7.33,,53632.85,97.03,,10-27
1769,002214,大立科技,0.07,16.67,,3.24,,3262.79,21.11,,10-27
1770,600283,钱江水利,0.25,47.06,,4.81,,8992.72,46.78,,10-27
1771,601229,上海银行,1.31,-12.08,12.62,10.73,,1427644.3,22.46,,10-27
1772,603505,金石资源,0.3,30.43,,9.41,,7095.93,44.66,,10-27
1773,600717,天津港,0.39,-18.75,,4.08,,64761.46,-19.09,,10-27
1774,603566,普莱柯,0.37,27.59,,7.35,,11908.97,28.85,,10-27
1775,300618,寒锐钴业,3.65,28.98,,49.02,,70133.37,124.94,,10-27
1776,600749,*ST藏旅,0.1,-217.78,,2.46,,2088.66,-233.51,,10-27
1777,300338,开元股份,0.3,-14.67,,4.73,,10192.43,-6.64,,10-27
1778,002316,亚联发展,0.15,-218.17,,7.27,,6087.37,-218.2,,10-27
1779,600053,九鼎投资,0.39,24.85,,8.33,,16880.97,24.85,,10-27
1780,600821,津劝业,-0.26,-16.13,,-23.52,,-10810.75,-16.27,,10-27
1781,300717,华信新材,0.35,-48.53,,6.86,,3543.73,7.79,,10-27
1782,300081,恒信东方,0.39,143.75,,8.76,,20611.24,161.94,,10-27
1783,603033,三维股份,0.57,147.83,,6.22,,7217.25,142.3,,10-27
1784,600858,银座股份,0.07,12.48,,1.19,,3610.1,12.52,,10-27
1785,600518,康美药业,0.78,22.45,,12.58,,384729.58,22.1,,10-27
1786,002091,江苏国泰,0.47,20.51,,10.06,,73618.64,23.16,,10-27
1787,300129,泰胜风能,0.03,-85.71,,0.96,,2146.46,-86.02,,10-27
1788,600160,巨化股份,0.6,57.18,,14.29,,165305.07,104.66,,10-27
1789,603165,荣晟环保,0.78,-65.18,,12.61,,14075.8,-49.05,,10-27
1790,600178,东安动力,0.14,44.88,,3.47,,6608.5,44.88,,10-27
1791,603192,汇得科技,1.1,2.8,,14.69,,9138.37,6.42,,10-27
1792,600592,龙溪股份,0.21,45.23,,4.41,,8404.36,45.24,,10-27
1793,600990,四创电子,-0.03,-106.57,,-0.22,,-471.78,-106.67,,10-27
1794,603990,麦迪科技,0.14,-61.11,,2.64,,1142.57,-60.95,,10-27
1795,600609,金杯汽车,0.07,-114.63,0.32,23.54,0.75,7316.56,-114.61,,10-27
1796,300194,福安药业,0.19,-5.0,,5.41,,22898.59,-3.5,,10-27
1797,002841,视源股份,1.31,-12.08,,28.52,,84989.61,42.53,,10-27
1798,300226,上海钢联,0.61,185.53,,10.93,,9674.83,185.25,,10-27
1799,002541,鸿路钢构,0.64,25.9,,7.95,,33278.98,88.85,,10-27
1800,600570,恒生电子,0.58,23.4,,11.41,,36063.09,24.42,,10-27
1801,300157,恒泰艾普,0.04,-63.64,,0.96,,3203.89,-59.19,,10-27
1802,603223,恒通股份,0.28,-12.5,,5.76,,5302.9,36.51,,10-27
1803,300190,维尔利,0.19,-26.92,,4.29,,15822.46,41.42,,10-27
1804,603335,迪生力,0.06,-57.14,,3.57,,2012.02,-33.18,,10-27
1805,600266,北京城建,0.37,20.83,,3.32,,67072.16,39.09,,10-27
1806,300546,雄帝科技,0.43,38.71,,8.96,,5880.58,43.34,,10-27
1807,600679,上海凤凰,0.07,-58.29,,1.97,,2668.72,-58.32,,10-27
1808,300254,仟源医药,0.1,-8.86,,2.67,,2184.72,-8.9,,10-27
1809,300580,贝斯特,0.55,9.63,,8.52,,11067.68,12.75,,10-27
1810,000166,申万宏源,0.15,-16.67,,4.94,,331148.04,-7.6,,10-27
1811,000909,数源科技,0.09,2.3,,2.64,,2785.66,2.34,,10-27
1812,601368,绿城水务,0.3,-21.69,,7.01,,21963.95,-21.69,,10-27
1813,300270,中威电子,0.13,-2.01,,4.34,,3575.79,1.66,,10-27
1814,600713,南京医药,0.19,0.0,,5.41,,19748.24,13.74,,10-27
1815,601579,会稽山,0.2,2.0,,3.3,,10163.02,3.26,,10-27
1816,002264,新华都,0.02,1078.95,,0.94,,1549.24,1121.09,,10-27
1817,600729,重庆百货,1.89,53.66,,14.59,,76887.5,53.25,,10-27
1818,000953,*ST河化,-0.33,33090.0,,,,-9759.41,32636.83,,10-27
1819,601633,长城汽车,0.43,36.35,,7.81,,392655.71,36.36,,10-27
1820,600361,华联综超,0.1,-9.09,,2.53,,6881.15,-4.36,,10-27
1821,300630,普利制药,0.66,22.48,,15.67,,12115.75,100.19,,10-27
1822,600780,通宝能源,0.14,871.43,,3.32,,16374.28,871.69,,10-27
1823,300350,华鹏飞,0.15,-11.76,,3.73,,7147.42,-20.14,,10-27
1824,600421,ST仰帆,-0.02,100.0,,,,-471.54,104.96,,10-27
1825,600817,ST宏盛,-0.0,-30.88,,-0.78,,-74.84,-31.87,,10-27
1826,603728,鸣志电器,0.35,-4.59,,7.29,,12752.75,8.14,,10-27
1827,002055,得润电子,0.18,-32.1,,3.52,,8750.43,-28.62,,10-27
1828,300416,苏试试验,0.36,20.0,,7.7,,4577.43,21.29,,10-27
1829,600513,联环药业,0.2,11.11,,6.31,,5661.15,12.78,,10-27
1830,300109,新开源,0.36,-18.18,,6.04,,8018.68,6.53,,10-27
1831,300437,清水源,0.7,262.5,,12.17,,15385.39,262.48,,10-27
1832,000701,厦门信达,-0.06,-230.27,,-0.81,,6220.68,-35.53,,10-27
1833,600161,天坛生物,0.46,-70.51,,10.42,,39659.62,-62.08,,10-27
1834,300146,汤臣倍健,0.72,30.91,,19.74,,105804.47,31.72,,10-27
1835,603166,福达股份,0.13,-27.78,,3.79,,7988.58,-24.45,,10-27
1836,000776,广发证券,0.54,-35.71,,4.79,,411368.33,-35.39,,10-27
1837,002156,通富微电,0.14,7.69,,2.68,,16096.24,29.08,,10-27
1838,000816,*ST慧业,-0.06,40.13,,-2.96,,-8972.2,40.24,,10-27
1839,000032,深桑达A,0.2,89.59,,5.33,,8349.87,85.46,,10-27
1840,600647,同达创业,-0.24,-395.03,,-10.55,,-3304.22,-394.96,,10-27
1841,601137,博威合金,0.42,13.51,,7.62,,26079.0,12.81,,10-27
1842,002220,天宝食品,0.05,-75.0,,1.25,,3467.35,-68.49,,10-27
1843,300259,新天科技,0.09,-50.0,,5.76,,10851.6,10.8,,10-27
1844,000507,珠海港,0.18,27.93,,5.11,,14323.11,27.9,,10-27
1845,300635,达安股份,0.3,-7.95,,6.62,,4068.61,0.4,,10-27
1846,300001,特锐德,0.14,0.0,,4.72,,14366.3,2.91,,10-27
1847,000547,航天发展,0.17,41.67,,4.28,,23683.22,32.75,,10-27
1848,001696,宗申动力,0.26,31.89,,7.52,,29309.35,31.85,,10-27
1849,600054,黄山旅游,0.56,22.99,,10.14,,42084.89,22.95,,10-27
1850,000591,太阳能,0.24,4.6,,5.8,,71870.05,4.58,,10-27
1851,601999,出版传媒,0.22,10.0,,5.79,,12130.41,11.06,,10-27
1852,000610,西安旅游,-0.04,-10.42,,-1.37,,-1057.48,-10.56,,10-27
1853,300082,奥克股份,0.37,58.44,,8.56,,25236.18,59.77,,10-27
1854,300405,科隆股份,0.07,-54.74,,1.1,,1047.11,-41.16,,10-27
1855,600859,王府井,1.27,34.96,,9.46,,98883.82,34.89,,10-27
1856,002397,梦洁股份,0.12,18.06,,4.69,,9580.95,33.19,,10-27
1857,002722,金轮股份,0.56,3.7,,5.52,,9740.51,3.63,,10-27
1858,603877,太平鸟,0.59,63.89,,8.41,,28234.44,66.1,,10-27
1859,000708,大冶特钢,0.85,36.61,,9.18,,38049.61,36.62,,10-27
1860,000419,通程控股,0.2,16.63,,5.1,,11019.93,16.63,,10-27
1861,000958,东方能源,0.12,140.0,,4.73,,13454.15,141.15,,10-27
1862,300305,裕兴股份,0.19,5.61,,3.76,,5500.16,5.73,,10-27
1863,600382,广东明珠,0.62,19.23,,5.57,,29124.54,19.1,,10-27
1864,300015,爱尔眼科,0.38,-8.69,,16.53,,89483.37,41.43,,10-27
1865,603656,泰禾光电,0.44,-30.16,,7.76,,6564.16,6.47,,10-27
1866,600400,红豆股份,0.07,-77.42,,3.89,,17348.9,-69.41,,10-27
1867,300666,江丰电子,0.21,0.0,,7.75,,4518.9,17.01,,10-27
1868,300031,宝通科技,0.56,38.68,,9.36,,22160.0,38.04,,10-27
1869,300682,朗新科技,-0.25,419.25,,-9.35,,-10454.21,485.45,,10-27
1870,600802,福建水泥,0.84,-500.0,2.35,42.45,1.55,32183.81,-501.2,,10-27
1871,300370,安控科技,-0.01,-140.45,,-0.61,,-852.62,-140.42,,10-27
1872,600820,隧道股份,0.41,10.81,,6.56,,127962.76,10.37,,10-27
1873,300387,富邦股份,0.22,-53.98,,5.98,,6535.1,7.24,,10-27
1874,300080,易成新能,0.12,-120.42,,3.33,,6180.59,-120.42,,10-27
1875,000678,襄阳轴承,-0.04,-374.67,,-0.36,,-1891.56,-367.31,,10-27
1876,000683,远兴能源,0.23,76.92,,9.9,,91738.09,82.38,,10-27
1877,600165,新日恒力,0.0,-150.0,,0.04,,32.93,-141.93,,10-27
1878,600561,江西长运,0.07,55.56,,1.24,,1749.05,62.97,,10-27
1879,300149,量子生物,0.25,112.9,,8.82,,11236.91,125.99,,10-27
1880,603169,兰石重装,-0.15,-1079.49,,-5.01,,-16069.81,-1105.65,,10-27
1881,300472,新元科技,0.15,150.0,,1.94,,2006.77,228.57,,10-27
1882,600977,中国电影,0.7,83.38,,11.97,,129831.49,83.37,,10-27
1883,300488,恒锋工具,0.84,15.07,,9.63,,8881.03,17.07,,10-27
1884,002464,众应互联,0.35,-38.6,,8.02,,11460.52,-14.41,,10-27
1885,300520,科大国创,0.1,-350.0,,3.48,,1987.97,-317.17,,10-27
1886,300214,日科化学,0.2,5.26,,5.35,,8582.01,11.05,,10-27
1887,300537,广信材料,0.19,-32.14,,2.82,,3695.41,-21.79,,10-27
1888,601155,新城控股,1.4,55.56,,14.74,,312095.69,56.69,,10-27
1889,300554,三超新材,0.68,-23.35,,12.65,,6347.71,55.21,,10-27
1890,002561,徐家汇,0.41,5.13,,7.87,,17058.42,4.49,,10-27
1891,300278,华昌达,0.01,-92.67,,,,494.96,-92.21,,10-27
1892,603520,司太立,0.7,20.69,,9.36,,8479.43,20.83,,10-27
1893,601607,上海医药,1.19,19.37,,9.0,,337188.83,25.41,,10-27
1894,300004,南风股份,0.03,-88.46,,0.42,,1313.92,-89.9,,10-27
1895,002304,洋河股份,4.67,26.22,,22.5,,703875.49,26.1,,10-27
1896,000551,创元科技,0.2,5.26,,4.88,,8017.94,6.47,,10-27
1897,600771,广誉远,0.64,120.69,,11.15,,22597.89,118.14,,10-27
1898,600408,*ST安泰,0.57,5600.0,,58.83,,56949.32,5918.53,,10-27
1899,002641,永高股份,0.14,16.67,,5.88,,16235.19,24.9,,10-27
1900,600790,轻纺城,0.21,-27.59,,6.11,,30631.22,-0.79,,10-27
1901,600435,北方导航,0.0,0.0,,0.19,,402.76,0.09,,10-27
1902,300687,赛意信息,0.48,-56.76,,8.59,,6849.25,3.35,,10-27
1903,300376,易事特,0.24,4.35,,12.0,,55594.05,6.02,,10-27
1904,002352,顺丰控股,0.69,-19.77,,8.98,,302803.65,-16.94,,10-27
1905,000613,大东海A,0.0,128.57,,0.77,,59.51,146.85,,10-27
1906,002368,太极股份,0.17,6.25,,2.65,,6952.34,5.22,,10-27
1907,603828,柯利达,0.17,41.67,,6.5,,6656.16,69.77,,10-27
1908,600528,中铁工业,0.49,13.02,,7.25,,108012.15,19.98,,10-27
1909,002765,蓝黛传动,0.06,-66.67,,2.2,,2709.49,-63.9,,10-27
1910,600188,兖州煤业,1.12,15.06,,9.51,,550401.4,15.07,,10-27
1911,603936,博敏电子,0.38,13.31,,7.22,,8243.21,45.87,,10-27
1912,002148,北纬科技,0.07,-65.13,,3.23,,3863.13,-65.14,,10-27
1913,300187,永清环保,0.03,-76.11,,1.22,,1986.09,-76.24,,10-27
1914,002244,滨江集团,0.23,-34.29,,4.88,,70711.13,-35.83,,10-27
1915,600318,新力金融,0.08,0.0,,4.05,,3801.87,-3.97,,10-27
1916,002261,拓维信息,0.05,-64.29,,1.29,,5013.5,-66.91,,10-27
1917,300299,富春股份,0.05,-63.9,,2.78,,3507.11,-55.57,,10-27
1918,603585,苏利股份,1.26,13.51,,14.22,,22769.77,36.78,,10-27
1919,300627,华测导航,0.28,-53.1,,8.17,,6556.5,2.33,,10-27
1920,601899,紫金矿业,0.15,46.0,,9.45,,335236.91,51.4,,10-27
1921,000572,海马汽车,-0.29,659.69,,-7.58,,-47730.25,660.27,,10-27
1922,300038,数知科技,0.47,-56.55,,5.46,,55469.28,74.42,,10-27
1923,002017,东信和平,0.09,4.24,,3.22,,3068.63,4.19,,10-27
1924,600059,古越龙山,0.14,7.69,,2.86,,11472.14,11.94,,10-27
1925,600438,通威股份,0.43,8.59,,11.95,,165978.39,8.59,,10-27
1926,002033,丽江旅游,0.37,10.5,,8.46,,20290.32,10.49,,10-27
1927,603005,晶方科技,0.13,-55.17,,1.68,,3040.35,-52.99,,10-27
1928,300378,鼎捷软件,0.21,5.0,,4.53,,5651.98,7.25,,10-27
1929,002675,东诚药业,0.27,35.47,,5.92,,19370.3,40.1,,10-27
1930,002049,紫光国微,0.47,35.06,,7.94,,28774.2,35.07,,10-27
1931,300741,华宝股份,1.3,1.56,,10.05,,78470.88,10.53,,10-27
1932,300103,达刚路机,0.1,-31.58,,3.35,,3020.3,2.61,,10-27
1933,002081,金螳螂,0.6,10.24,,13.1,,158436.62,10.24,,10-27
1934,300426,唐德影视,0.25,-16.67,,8.04,,10020.52,-17.77,,10-27
1935,603877,太平鸟,0.59,63.89,,8.41,,28234.44,66.1,,10-27
1936,000708,大冶特钢,0.85,36.61,,9.18,,38049.61,36.62,,10-27
1937,300135,宝利国际,0.04,17.14,,3.11,,3780.76,16.11,,10-27
1938,002113,天润数娱,0.03,17.23,,1.78,,4790.67,137.38,,10-27
1939,300151,昌红科技,0.09,74.8,,5.18,,4392.14,78.52,,10-27
1940,300167,迪威迅,-0.1,3796.15,,-2.4,,-3041.78,3821.81,,10-27
1941,600998,九州通,0.42,-28.81,,4.14,,77136.6,-19.22,,10-27
1942,300183,东软载波,0.25,-39.8,,4.32,,11729.16,-36.82,,10-27
1943,600615,丰华股份,0.09,-84.26,,2.76,,1651.53,-84.28,,10-27
1944,002830,名雕股份,0.11,-23.6,,2.51,,1527.72,-21.77,,10-27
1945,603357,设计总院,1.07,62.12,,17.96,,34821.9,102.02,,10-27
1946,600278,东方创业,0.2,0.0,,2.68,,10398.61,-1.53,,10-27
1947,300556,丝路视觉,0.36,227.27,,9.68,,4155.63,249.23,,10-27
1948,601218,吉鑫科技,-0.09,-533.97,,-3.53,,-8693.25,-520.33,,10-27
1949,300248,新开普,0.04,-72.75,,1.42,,1934.6,-58.16,,10-27
1950,300264,佳创视讯,-0.0,-94.78,,-0.24,,-128.1,-94.78,,10-27
1951,000428,华天酒店,-0.2,34.67,,-7.61,,-20551.77,38.64,,10-27
1952,600723,首商股份,0.41,11.5,,7.09,,27200.59,11.54,,10-27
1953,600378,天科股份,0.13,44.44,,4.91,,3977.97,45.77,,10-27
1954,601869,长飞光纤,1.76,29.41,,19.7,,123713.96,33.01,,10-27
1955,600396,金山股份,-0.3,41.13,,-17.52,,-43456.84,41.12,,10-27
1956,300043,星辉娱乐,0.17,-15.0,,8.08,,21249.54,-13.38,,10-27
1957,600449,宁夏建材,0.73,21.67,,7.48,,34789.71,21.17,,10-27
1958,603727,博迈科,-0.13,-139.39,,-1.22,,-2951.22,-138.5,,10-27
1959,600476,湘邮科技,-0.07,-553.33,,-4.92,,-1089.11,-551.11,,10-27
1960,000623,吉林敖东,0.77,-34.59,,4.3,,89588.45,-34.59,,10-27
1961,600099,林海股份,0.0,-91.82,,0.04,,20.74,-91.16,,10-27
1962,002086,ST东海洋,0.12,-24.54,,2.82,,9235.0,-17.0,,10-27
1963,600530,交大昂立,0.11,-12.4,,5.21,,8292.39,-12.0,,10-27
1964,002732,燕塘乳业,0.41,-38.81,,6.81,,6470.36,-38.97,,10-27
1965,000692,惠天热电,-0.56,161.53,,-25.65,,-30098.25,161.5,,10-27
1966,603906,龙蟠科技,0.25,-32.43,,4.48,,5569.31,-21.73,,10-27
1967,000732,泰禾集团,1.16,1.12,,7.98,,144439.43,1.11,,10-27
1968,600209,*ST罗顿,-0.06,15.09,1.35,-4.45,-0.05,-2690.73,15.83,,10-27
1969,300189,神农基因,0.03,-369.92,,2.38,,3401.74,-370.58,,10-27
1970,000006,深振业A,0.37,48.41,,8.77,,50324.01,48.39,,10-27
1971,002819,东方中科,0.19,63.68,,4.75,,2135.16,63.7,,10-27
1972,000809,铁岭新城,0.01,-65.0,,0.37,,1142.11,-68.72,,10-27
1973,601038,一拖股份,-0.4,-641.99,,-7.85,,-39696.54,-640.78,,10-27
1974,601116,三江购物,0.19,-18.78,,4.44,,7994.13,-15.78,,10-27
1975,000860,顺鑫农业,0.94,97.02,,7.33,,53632.85,97.03,,10-27
1976,002214,大立科技,0.07,16.67,,3.24,,3262.79,21.11,,10-27
1977,600283,钱江水利,0.25,47.06,,4.81,,8992.72,46.78,,10-27
1978,601229,上海银行,1.31,-12.08,12.62,10.73,,1427644.3,22.46,,10-27
1979,603505,金石资源,0.3,30.43,,9.41,,7095.93,44.66,,10-27
1980,002675,东诚药业,0.27,35.47,,5.92,,19370.3,40.1,,10-27
1981,002049,紫光国微,0.47,35.06,,7.94,,28774.2,35.07,,10-27
1982,002086,ST东海洋,0.12,-24.54,,2.82,,9235.0,-17.0,,10-27
1983,600530,交大昂立,0.11,-12.4,,5.21,,8292.39,-12.0,,10-27
1984,002732,燕塘乳业,0.41,-38.81,,6.81,,6470.36,-38.97,,10-27
1985,000692,惠天热电,-0.56,161.53,,-25.65,,-30098.25,161.5,,10-27
1986,603906,龙蟠科技,0.25,-32.43,,4.48,,5569.31,-21.73,,10-27
1987,000732,泰禾集团,1.16,1.12,,7.98,,144439.43,1.11,,10-27
1988,600209,*ST罗顿,-0.06,15.09,1.35,-4.45,-0.05,-2690.73,15.83,,10-27
1989,300189,神农基因,0.03,-369.92,,2.38,,3401.74,-370.58,,10-27
1990,000006,深振业A,0.37,48.41,,8.77,,50324.01,48.39,,10-27
1991,002819,东方中科,0.19,63.68,,4.75,,2135.16,63.7,,10-27
1992,000809,铁岭新城,0.01,-65.0,,0.37,,1142.11,-68.72,,10-27
1993,601038,一拖股份,-0.4,-641.99,,-7.85,,-39696.54,-640.78,,10-27
1994,601116,三江购物,0.19,-18.78,,4.44,,7994.13,-15.78,,10-27
1995,000860,顺鑫农业,0.94,97.02,,7.33,,53632.85,97.03,,10-27
1996,002214,大立科技,0.07,16.67,,3.24,,3262.79,21.11,,10-27
1997,600283,钱江水利,0.25,47.06,,4.81,,8992.72,46.78,,10-27
1998,601229,上海银行,1.31,-12.08,12.62,10.73,,1427644.3,22.46,,10-27
1999,603505,金石资源,0.3,30.43,,9.41,,7095.93,44.66,,10-27
2000,600338,西藏珠峰,1.18,-6.35,,37.1,,76851.49,-6.77,,10-27
2001,000501,鄂武商A,1.04,-11.11,,10.3,,78266.76,-10.58,,10-27
2002,002279,久其软件,0.24,14.0,,7.39,,16728.88,15.12,,10-27
2003,603587,地素时尚,1.25,17.92,,22.05,,44969.51,25.28,,10-27
2004,600378,天科股份,0.13,44.44,,4.91,,3977.97,45.77,,10-27
2005,601869,长飞光纤,1.76,29.41,,19.7,,123713.96,33.01,,10-27
2006,600396,金山股份,-0.3,41.13,,-17.52,,-43456.84,41.12,,10-27
2007,300043,星辉娱乐,0.17,-15.0,,8.08,,21249.54,-13.38,,10-27
2008,600449,宁夏建材,0.73,21.67,,7.48,,34789.71,21.17,,10-27
2009,603727,博迈科,-0.13,-139.39,,-1.22,,-2951.22,-138.5,,10-27
2010,600476,湘邮科技,-0.07,-553.33,,-4.92,,-1089.11,-551.11,,10-27
2011,000623,吉林敖东,0.77,-34.59,,4.3,,89588.45,-34.59,,10-27
2012,600099,林海股份,0.0,-91.82,,0.04,,20.74,-91.16,,10-27
2013,600858,银座股份,0.07,12.48,,1.19,,3610.1,12.52,,10-27
2014,600518,康美药业,0.78,22.45,,12.58,,384729.58,22.1,,10-27
2015,002091,江苏国泰,0.47,20.51,,10.06,,73618.64,23.16,,10-27
2016,300129,泰胜风能,0.03,-85.71,,0.96,,2146.46,-86.02,,10-27
2017,600160,巨化股份,0.6,57.18,,14.29,,165305.07,104.66,,10-27
2018,603165,荣晟环保,0.78,-65.18,,12.61,,14075.8,-49.05,,10-27
2019,600178,东安动力,0.14,44.88,,3.47,,6608.5,44.88,,10-27
2020,603192,汇得科技,1.1,2.8,,14.69,,9138.37,6.42,,10-27
2021,600592,龙溪股份,0.21,45.23,,4.41,,8404.36,45.24,,10-27
2022,600990,四创电子,-0.03,-106.57,,-0.22,,-471.78,-106.67,,10-27
2023,603990,麦迪科技,0.14,-61.11,,2.64,,1142.57,-60.95,,10-27
2024,600609,金杯汽车,0.07,-114.63,0.32,23.54,0.75,7316.56,-114.61,,10-27
2025,300194,福安药业,0.19,-5.0,,5.41,,22898.59,-3.5,,10-27
2026,002841,视源股份,1.31,-12.08,,28.52,,84989.61,42.53,,10-27
2027,300226,上海钢联,0.61,185.53,,10.93,,9674.83,185.25,,10-27
2028,002541,鸿路钢构,0.64,25.9,,7.95,,33278.98,88.85,,10-27
2029,600308,华泰股份,0.56,34.3,,8.78,,64971.23,34.55,,10-27
2030,300274,阳光电源,0.42,-20.75,,8.37,,60717.4,-19.16,,10-27
2031,600717,天津港,0.39,-18.75,,4.08,,64761.46,-19.09,,10-27
2032,603566,普莱柯,0.37,27.59,,7.35,,11908.97,28.85,,10-27
2033,300618,寒锐钴业,3.65,28.98,,49.02,,70133.37,124.94,,10-27
2034,600749,*ST藏旅,0.1,-217.78,,2.46,,2088.66,-233.51,,10-27
2035,300338,开元股份,0.3,-14.67,,4.73,,10192.43,-6.64,,10-27
2036,002316,亚联发展,0.15,-218.17,,7.27,,6087.37,-218.2,,10-27
2037,600053,九鼎投资,0.39,24.85,,8.33,,16880.97,24.85,,10-27
2038,600821,津劝业,-0.26,-16.13,,-23.52,,-10810.75,-16.27,,10-27
2039,300717,华信新材,0.35,-48.53,,6.86,,3543.73,7.79,,10-27
2040,300245,天玑科技,0.16,-17.4,,3.63,,5006.03,-3.54,,10-27
2041,002222,福晶科技,0.31,24.24,,16.04,,13103.59,24.26,,10-27
2042,300261,雅本化学,0.12,32.55,,25.97,,12004.58,137.83,,10-27
2043,000918,嘉凯城,-0.3,-45.45,,-11.26,,-53926.13,-45.68,,10-27
2044,600351,亚宝药业,0.27,43.95,,7.41,,21347.8,43.99,,10-27
2045,000531,穗恒运A,0.11,-50.97,,1.86,,7287.82,-50.97,,10-27
2046,600753,东方银星,0.05,-17.86,,2.47,,584.92,-18.09,,10-27
2047,300003,乐普医疗,0.64,54.61,,17.65,,114344.28,54.89,,10-27
2048,601811,新华文轩,0.49,-10.91,,7.21,,59973.08,-11.25,,10-27
2049,603626,科森科技,0.16,-61.22,,3.85,,6738.52,-43.08,,10-27
2050,600770,综艺股份,0.07,133.33,,2.41,,8512.89,138.49,,10-27
2051,300019,硅宝科技,0.06,-39.18,,2.73,,2065.74,-39.16,,10-27
2052,600056,中国医药,1.16,25.57,,15.28,,124026.14,25.57,,10-27
2053,603688,石英股份,0.3,34.35,,7.69,,10264.84,36.29,,10-27
2054,600433,冠豪高新,0.07,130.0,,3.39,,8716.58,125.74,,10-27
2055,600096,云天化,0.06,294.97,,2.19,,8293.14,294.69,,10-27
2056,300396,迪瑞医疗,0.57,-35.1,,12.16,,15772.74,16.83,,10-27
2057,002372,伟星新材,0.5,-9.09,,19.4,,65403.51,20.06,,10-27
2058,300412,迦南科技,0.1,-41.18,,3.41,,2646.65,-39.7,,10-27
2059,600509,天富能源,0.06,-82.39,,1.0,,6466.98,-77.48,,10-27
2060,300743,天地数码,0.44,-38.13,,1.41,,2570.54,-26.55,,10-27
2061,002712,思美传媒,0.35,-44.44,,5.92,,19990.56,5.31,,10-27
2062,600866,星湖科技,0.05,-171.95,,3.44,,3196.58,-172.04,,10-27
2063,600169,太原重工,0.0,-63.24,,0.16,,652.53,-62.35,,10-27
2064,000785,武汉中商,0.38,171.43,,8.21,,9457.13,172.84,,10-27
2065,600223,鲁商置业,0.1,11.11,,4.1,,9766.66,11.34,,10-27
2066,601020,华钰矿业,0.36,-7.69,,9.9,,18820.21,-8.83,,10-27
2067,002832,比音勒芬,1.14,-11.63,,13.75,,20601.61,50.07,,10-27
2068,601108,财通证券,0.18,-51.35,,3.25,,67279.75,-44.38,,10-27
2069,300218,安利股份,0.02,-214.39,,0.34,,327.69,-214.58,,10-27
2070,601166,兴业银行,2.36,4.42,20.63,11.97,-18.09,5060100.0,7.32,,10-27
2071,300234,开尔新材,-0.01,-174.0,,-0.22,,-214.56,-207.7,,10-27
2072,000883,湖北能源,0.27,-12.9,,6.59,,173952.82,-14.58,,10-27
2073,601336,新华保险,2.47,52.47,21.35,11.77,3.43,770200.0,52.76,,10-27
2074,300266,兴源环境,0.1,-77.27,,3.38,,12962.09,-70.9,,10-27
2075,601718,际华集团,0.04,-69.23,,0.92,,17034.26,-67.77,,10-27
